ID,Hall,Room,Type,Sqft,College,Region,Elevator,Bathroom,AC,Floor,FilePath,Wawa,UStore,Nassau Street,Jadwin Gym,Frist,Street,EQuad,Dillon,RoomID
40,1976,D308,QUAD,522,Butler College,BUTLER,NO,NONE,NO,3,https://purv360s.z13.web.core.windows.net/Room_Plans/Bulter_College/1976_HALL/level_03.png,7,8,9,11,5,9,13,7,1976D308
41,1976,D309,QUAD,522,Butler College,BUTLER,NO,NONE,NO,3,https://purv360s.z13.web.core.windows.net/Room_Plans/Bulter_College/1976_HALL/level_03.png,7,8,9,11,5,9,13,7,1976D309
42,1976,D310,QUAD,522,Butler College,BUTLER,NO,NONE,NO,3,https://purv360s.z13.web.core.windows.net/Room_Plans/Bulter_College/1976_HALL/level_03.png,7,8,9,11,5,9,13,7,1976D310
43,1976,D312,QUAD,571,Butler College,BUTLER,NO,NONE,NO,3,https://purv360s.z13.web.core.windows.net/Room_Plans/Bulter_College/1976_HALL/level_03.png,7,8,9,11,5,9,13,7,1976D312
44,1976,D314,SINGLE,139,Butler College,BUTLER,NO,NONE,NO,3,https://purv360s.z13.web.core.windows.net/Room_Plans/Bulter_College/1976_HALL/level_03.png,7,8,9,11,5,9,13,7,1976D314
45,1976,D315,QUAD,522,Butler College,BUTLER,NO,NONE,NO,3,https://purv360s.z13.web.core.windows.net/Room_Plans/Bulter_College/1976_HALL/level_03.png,7,8,9,11,5,9,13,7,1976D315
46,1976,D316,SINGLE,140,Butler College,BUTLER,NO,NONE,NO,3,https://purv360s.z13.web.core.windows.net/Room_Plans/Bulter_College/1976_HALL/level_03.png,7,8,9,11,5,9,13,7,1976D316
47,Bloomberg,111,SINGLE,160,Butler College,BUTLER,YES,NONE,YES,1,https://purv360s.z13.web.core.windows.net/Room_Plans/Bulter_College/BLOOMBERG_HALL/level_01.png,8,8,9,12,5,9,13,7,Bloomberg111
48,Bloomberg,112,TRIPLE,495,Butler College,BUTLER,YES,NONE,YES,1,https://purv360s.z13.web.core.windows.net/Room_Plans/Bulter_College/BLOOMBERG_HALL/level_01.png,8,8,9,12,5,9,13,7,Bloomberg112
49,Bloomberg,121,QUAD,758,Butler College,BUTLER,YES,NONE,YES,1,https://purv360s.z13.web.core.windows.net/Room_Plans/Bulter_College/BLOOMBERG_HALL/level_01.png,8,8,9,12,5,9,13,7,Bloomberg121
